Domain,HiddenNeurons,Repeats,MeanAccuracy,SDAccuracy,MeanMacroPrecision,MeanMacroRecall,MeanMacroF1,SDMacroF1,MeanSpecificity,MeanFAR,MeanFRR,MeanEER,MeanAUC
TimeD_FreqD,24,5,0.918333333333333,0.0327259477222737,0.942032969443178,0.918333333333333,0.906644773798825,0.0442198850471179,0.990925925925926,0.00907407407407407,0.0816666666666667,0.0130864197530864,0.998076131687243
