Feature,Mean,Median,StandardDeviation,Variance,Minimum,Maximum,Range
1,1.40429957586155,1.41853208862975,0.157287028241945,0.0247392092531824,1.12635078232748,1.70070139899831,0.574350616670835
2,0.622336052316951,0.660458824269113,0.155299511933668,0.0241179384068355,7.70051762117708e-11,0.869083749446011,0.869083749369006
3,0.191145350782066,0.175041577702553,0.0665551102862157,0.00442958270521034,0.085840408573645,0.375860377820529,0.290019969246884
4,0.997395881567736,0.99027183317038,0.06012940559664,0.00361554541740524,0.852272219412902,1.15201986960208,0.299747650189175
5,0.0409538234344059,0.0306395719774227,0.0276582624088071,0.000764979479474434,0.0073685757440903,0.141271023615391,0.1339024478713
6,0.98546492539559,0.973736852533912,0.052883959547508,0.00279671317742247,0.890198092084831,1.14342083790259,0.253222745817761
7,0.158875402976182,0.14679936553266,0.0587663884859358,0.00345348841567993,0.0690132340589573,0.314012057408261,0.244998823349303
8,0.781963523544597,0.749510047335994,0.243608595211942,0.0593451476611358,0.358844591643886,1.69825256329688,1.33940797165299
9,1.01758864380844,1.00816889863791,0.0611973249103056,0.00374511257617751,0.893850771844973,1.1721894004806,0.278338628635623
10,-0.143720038846565,-0.309342922327218,0.479928956641423,0.230331803422925,-0.817201083103401,0.908341757316346,1.72554284041975
11,0.390278310409487,0.390740108935714,0.198431579476919,0.0393750917337049,-0.133586458107513,0.846659184823227,0.980245642930739
12,0.287658812518099,0.255923169891545,0.134581512210428,0.0181121834288456,0.0917132305544562,0.662769077432999,0.571055846878543
13,0.220055621933922,0.192884907776618,0.455564222435944,0.207538760763667,-2.42902459847523,1.13319135217093,3.56221595064616
14,2.40275013974953,2.24037106766007,0.878692807881924,0.77210105062342,1.59984867912729,8.99410097456715,7.39425229543987
15,0.846429032811813,0.865900589191686,0.0883676022369046,0.00780883312509979,0.618518820431035,1.03610455447993,0.417585734048895
16,0.98546492539559,0.973736852533912,0.052883959547508,0.00279671317742247,0.890198092084831,1.14342083790259,0.253222745817761
17,1.22531050686964,1.19920082713242,0.120967049585538,0.0146330270854301,0.981739266247887,1.52338185719606,0.541642590948171
18,1.11255844731989,1.10532885120136,0.104238841086706,0.0108657359910995,0.90360755524892,1.37969338376141,0.476085828512485
19,0.129215369384734,-0.013236866398178,0.308925681290147,0.0954350765605812,-0.20441517267817,0.870085058711679,1.07450023138985
20,-0.406743405551472,-0.47485006609557,0.310794009529063,0.096592916359151,-1.07531029048379,0.237179815554504,1.31249010603829
21,0.123862932986828,0.119943570530416,0.0423616719263673,0.00179451124839717,0.0530366314951995,0.29428607130201,0.24124943980681
22,-0.114719033616725,-0.242105431553585,0.267037851295126,0.0713092140243177,-0.41977357138353,0.468496592535197,0.888270163918727
23,0.0171315526630289,0.0143865106409881,0.0128132284131768,0.000164178822368241,0.00281288428035759,0.0866042917623717,0.0837914074820141
24,-0.100656048431068,-0.232158224144392,0.263369346351041,0.0693634125973747,-0.390584799760968,0.484834455288448,0.875419255049416
25,0.10307652989635,0.0989958884596088,0.0379229628226341,0.00143815110924689,0.0427240143609,0.259641839296648,0.216917824935748
26,0.535958774936205,0.514096561356497,0.167699592086313,0.0281231531859158,0.240748637971445,1.3372452837015,1.09649664573006
27,0.307979186665423,0.289020589105569,0.0807028446957719,0.00651294914198988,0.161487118702088,0.500524199343709,0.339037080641622
28,-0.288075722843694,-0.489437238934595,0.555767072945661,0.308877039370588,-0.901809797795046,0.887933610225955,1.789743408021
29,0.185159659718104,0.175422133566007,0.0836499549801124,0.00699731496817482,0.0697555646840778,0.534759991519759,0.465004426835681
30,-0.325227114141589,-0.336963558002941,0.419879599027813,0.176298877679757,-1.53819599697522,0.777308676582207,2.31550467355743
31,-0.204982419709279,-0.310629524247513,0.254391015720946,0.0647147888795345,-0.530888179546568,0.375370727450848,0.906258906997416
32,-0.100656048431068,-0.232158224144392,0.263369346351041,0.0693634125973747,-0.390584799760968,0.484834455288448,0.875419255049416
33,0.103840830590423,-0.0363363299119233,0.304190798571462,0.0925320419355436,-0.215118098830186,0.810382962493255,1.02550106132344
34,-0.0746280144934649,-0.20376507176007,0.26938589124891,0.0725687584039694,-0.405210617787084,0.521637958810985,0.926848576598069
35,0.431580338809595,0.464943808931408,0.1361625498628,0.0185402399851395,0.131015222368679,0.773462348095985,0.642447125727306
36,-0.102029085986661,-0.0841473622469123,0.201090752029175,0.0404374905516589,-0.82229293846054,0.239598413979089,1.06189135243963
37,0.128286211015894,0.131440027252129,0.0298967802437947,0.00089381746894575,0.0547091691727509,0.234615510338093,0.179906341165342
38,0.185441792904343,0.190042659526672,0.144102839271269,0.0207656282860412,-0.108168487203041,0.423191315666882,0.531359802869923
39,0.0173486865794576,0.0172764960577867,0.00756690713319143,5.72580835623434e-05,0.00299309319157268,0.055044437691204,0.0520513444996313
40,0.184471219267202,0.188878428047875,0.154942647026807,0.0240072238676738,-0.151483515248811,0.432095057613856,0.583578572862668
41,0.109843082851032,0.112663879364309,0.0267261603686861,0.000714287648052728,0.0471432496158043,0.173678933797805,0.126535684182001
42,0.533609424796256,0.500676883660535,0.166831867555971,0.027832872032213,0.217350193833315,1.28992045358493,1.07257025975162
43,0.250679935633793,0.24882573331967,0.0978449050265406,0.00957362543965275,0.107998221274338,0.434767312795558,0.326769091521219
44,0.212470438193601,0.22188946950746,0.0615393593091426,0.00378709274417976,0.0916363842567983,0.338596375257715,0.246959991000916
45,-0.160658206108624,-0.041616811794859,0.412289408237943,0.169982556145193,-1.83313317672752,0.53624528031349,2.36937845704101
46,0.0816683735573113,0.0586876424811312,0.164589880445375,0.0270898287450228,-0.211338527912695,0.366349433274587,0.577687961187282
47,0.184471219267202,0.188878428047875,0.154942647026807,0.0240072238676738,-0.151483515248811,0.432095057613856,0.583578572862668
48,0.411574346159938,0.436421908987258,0.134787473081867,0.0181676628997951,0.118608003569153,0.725092587704263,0.60648458413511
49,0.328456236732619,0.367399963867485,0.135148495300851,0.0182651157820843,-0.0805577603317466,0.570451527871584,0.651009288203331
50,0.00796008643062492,0.00770863609160235,0.00160487361085247,2.57561930681066e-06,0.00504945359576664,0.0144535297651708,0.00940407616940418
51,0.21635159197748,0.186550083708305,0.162958084046318,0.0265553371560469,-0.111818019892993,0.919288519936811,1.0311065398298
52,0.0634836079210155,0.063074639429924,0.00374736766247192,1.40427643977403e-05,0.0560526714740769,0.0724409897888537,0.0163883183147768
53,0.995593659887445,0.988478098013119,0.0592857641308828,0.00351480182858267,0.852710330226193,1.14188864460469,0.289178314378495
54,0.000450575303688606,0.000349220054780386,0.000402988510366596,1.62399739487488e-07,2.74842954417487e-06,0.00246533576487418,0.00246258733533
55,0.0630882454666245,0.0625790092766537,0.00370853370095802,1.37532222111414e-05,0.0549252432448942,0.0721014657162279,0.0171762224713338
56,0.00399384173487318,0.00391613247510835,0.000472302417553074,2.23069573626478e-07,0.00301678234551079,0.00519862135842839,0.0021818390129176
57,0.000736725110608868,0.000605421295044928,0.00060929401378281,3.71239195231567e-07,1.12595398242611e-05,0.00352433138619778,0.00351307184637352
58,0.0117865079004597,0.0116968679746981,0.00183136759573809,3.35390727071952e-06,0.0085814393813528,0.0187863732928562,0.0102049339115034
59,0.995143084583757,0.988283543594936,0.0593150072263072,0.00351827008225687,0.852349815393332,1.14136909014007,0.289019274746739
60,0.00130626711888082,0.0010998679635831,0.000923235393991507,8.52363592718653e-07,3.95957925230398e-05,0.00563942100067685,0.00559982520815381
61,0.376041296309072,0.377663121361644,0.0148965323647287,0.00022190667649341,0.342924072126379,0.430690778767755,0.0877667066413756
62,0.927650243478297,0.963137009859977,0.114578869999339,0.0131283174503254,0.37350325936925,0.997829805980601,0.624326546611351
63,0.714412705001573,0.87443693689897,0.305072206914128,0.0930690514314567,0.0735702624588897,0.997487248908252,0.923916986449362
64,0.000529966835259543,0.000437692760359418,0.000462470572862262,2.13879030763549e-07,6.78424780398476e-06,0.00267318640399825,0.00266640215619426
65,0.000736725110608868,0.000605421295044928,0.00060929401378281,3.71239195231567e-07,1.12595398242611e-05,0.00352433138619778,0.00351307184637352
66,0.00376347691947979,0.00373815157843002,0.000932994491789848,8.70478721710196e-07,0.00161638706182347,0.00667864482281425,0.00506225776099078
67,0.298204316578074,0.286326767701569,0.0882773388112632,0.00779288854759855,0.11010122405363,0.54713437084331,0.437033146789681
68,0.0192199471608358,0.0178689436372497,0.00504482940945378,2.54503037704898e-05,0.0100482158955327,0.0308173311688637,0.020769115273331
69,0.277115279837357,0.263103948010102,0.0899004144210656,0.00808208451307934,0.0771713452047137,0.469486138901292,0.392314793696579
70,0.000260920567483751,0.00019890379414933,0.000229805918976252,5.28107603965199e-08,6.78813019017177e-07,0.00117216132338496,0.00117148251036595
71,0.0630882454666245,0.0625790092766537,0.00370853370095802,1.37532222111414e-05,0.0549252432448942,0.0721014657162279,0.0171762224713338
72,0.000381243390091384,0.000308612221541025,0.000201974322719934,4.07936270381759e-08,9.8018381154088e-05,0.000932420735171802,0.000834402354017714
73,0.000417632523773452,0.000316603395440749,0.000345830306113386,1.19598600626478e-07,1.44061949804895e-05,0.00168813404930451,0.00167372785432402
74,0.00529319732983548,0.00528155215532925,0.0012152742202686,1.47689143044945e-06,0.0024254471717843,0.00964041743134227,0.00721497025955798
75,0.276854359269873,0.263039853733453,0.0899233524273457,0.00808620931177262,0.0765903096568869,0.468706917653567,0.39211660799668
76,0.000762849052449862,0.000645318620264444,0.000474602537743763,2.2524756883282e-07,2.99034039783454e-05,0.00220895473676367,0.00217905133278533
77,0.781937227718216,0.827022282750316,0.208512772078226,0.043477576119746,0.340045921983011,0.997668473985647,0.657622552002636
78,0.000303846941387083,0.000233843565554407,0.000264433343068052,6.99249929261461e-08,4.02678262424029e-06,0.00127270630352179,0.00126867952089755
79,0.000417632523773452,0.000316603395440749,0.000345830306113386,1.19598600626478e-07,1.44061949804895e-05,0.00168813404930451,0.00167372785432402
80,0.00345550617811576,0.00338128922142729,0.000855925444650678,7.32608366800461e-07,0.00158004306694743,0.00608613880556007,0.00450609573861264
81,0.238361412788116,0.242287128864812,0.0998632024723357,0.00997265920803072,0.0772230434260191,0.462069845999595,0.384846802573576
82,0.0155922088788452,0.0154348497369547,0.00609333431557048,3.71287230813087e-05,0.00643529245324447,0.0272295068870704,0.0207942144338259
83,0.204802745684445,0.188754896854122,0.119051205926459,0.0141731896325441,0.0456072192021748,0.42230476316885,0.376697543966676
84,0.000277729087431437,0.000210835381452279,0.000226406031379793,5.12596910451478e-08,4.40320104377889e-07,0.00148153911983581,0.00148109879973143
85,0.0630882454666245,0.0625790092766537,0.00370853370095802,1.37532222111414e-05,0.0549252432448942,0.0721014657162279,0.0171762224713338
86,0.000268520376892637,0.000223146194032036,0.00019586861741519,3.83645152881382e-08,3.55612732506136e-05,0.000727649739584187,0.000692088466333574
87,0.000427892051496715,0.000316153341471652,0.000335216927963543,1.12370388793315e-07,1.67175624579305e-05,0.00210844872223218,0.00209173115977425
88,0.00482007042056845,0.00481878434525804,0.00121388324247669,1.47351252636573e-06,0.00242530337193973,0.00887560137239832,0.00645029800045859
89,0.204525016597013,0.188260746111392,0.119073648307178,0.0141785337211815,0.0452225123862687,0.421989333062673,0.376766820676405
90,0.000678557700105419,0.00062111555848101,0.000414799196982319,1.72058373817176e-07,7.59882162293051e-06,0.00260077310522235,0.00259317428359942
91,0.000316157996179503,0.000241858038781075,0.000257130132246511,6.61159049091083e-08,3.97938249050118e-06,0.00160872248296732,0.00160474310047682
92,0.000427892051496715,0.000316153341471652,0.000335216927963543,1.12370388793315e-07,1.67175624579305e-05,0.00210844872223218,0.00209173115977425
93,6.02704598756833,6.05477900160966,0.252069159959726,0.063538861402802,5.4810365069631,6.68572474918121,1.20468824221811
94,16.1864506782426,16.4705882352941,1.58946002292748,2.52638316448463,11.4,20.4166666666667,9.01666666666667
95,18.5888888888889,18,2.2535367162202,5.07842773135252,13,26,13
96,2.52672544597631,2.46234613951834,0.638433689524391,0.407597575919727,1.48728938721548,7.05225336718471,5.56496397996923
97,31.5854196189613,32.125,3.09241885981589,9.56305440454501,22.4166666666667,37.7142857142857,15.297619047619
98,9.69722222222222,9,1.12949470081561,1.27575827917054,8,14,6
99,2.33939186380819,2.01377925518452,1.08516945613285,1.17759274852366,1.34204507939777,7.81299594810947,6.4709508687117
100,32.0327410012827,32.4097222222222,2.9817888802203,8.89106492620544,22.6363636363636,39.5714285714286,16.9350649350649
101,9.51666666666667,9,1.00403087324493,1.00807799442897,8,13,5
102,0.488888888888889,0,2.89748500855596,8.39541937480655,0,18,18
103,0.386111111111111,0,1.56327147466375,2.44381770349737,0,15,15
104,12.9888888888889,0,22.3187815506146,498.128009904055,0,83,83
105,70.4444444444444,70.5,28.6789397406654,822.481584648716,4,124,120
106,129.772222222222,127.5,51.1421450802029,2615.51900340452,42,241,199
107,63.0111111111111,64,20.5874691825241,423.84388734138,6,125,119
108,20.7416666666667,18.5,20.5829373991594,423.657311977716,0,68,68
109,2.16666666666667,0,4.70583114833686,22.1448467966574,0,22,22
110,0,0,0,0,0,0,0
111,0,0,0,0,0,0,0
112,0,0,0,0,0,0,0
113,0.0472222222222222,0,0.47264213856601,0.223390591148251,0,6,6
114,3.02222222222222,0,7.59302975745221,57.6541008975548,0,48,48
115,73.7611111111111,82.5,53.5699229512377,2869.73664500155,0,213,213
116,152.369444444444,186,90.3638862203155,8165.63193283813,0,300,300
117,27.6666666666667,0,42.3806204726105,1796.11699164345,0,129,129
118,37.8694444444444,0,76.7750188575807,5894.40352058187,0,261,261
119,5.26388888888889,0,13.760580184248,189.353567007119,0,88,88
120,0,0,0,0,0,0,0
121,0,0,0,0,0,0,0
122,0.00555555555555556,0,0.105409255338946,0.0111111111111111,0,2,2
123,0.0555555555555556,0,0.519505037867935,0.269885484370165,0,6,6
124,0.469444444444444,0,1.64517009719833,2.70658464871557,0,12,12
125,3.475,0,10.1627117594866,103.280710306407,0,90,90
126,59.8916666666667,25,62.7941939503316,3943.11079387187,0,186,186
