Users,ExcludedUser,FeatureCount,Architecture,Repeats,MeanAccuracy,SDAccuracy,MeanMacroPrecision,MeanMacroRecall,MeanMacroF1,SDMacroF1,MeanFAR,MeanFRR,MeanEER,MeanAUC
9,7,80,48-24,10,0.898148148148148,0.0204212276144848,0.93999531323981,0.898148148148148,0.872512035679022,0.0330676664659478,0.0127314814814815,0.101851851851852,0.0124614197530864,0.994820601851852
